iter	Logloss
227	0.1014293379
228	0.1013413663
229	0.1012657412
230	0.1012274284
231	0.1011377162
232	0.101047989
233	0.1009699724
234	0.1008860349
235	0.1008278898
236	0.1007889719
237	0.1006768339
238	0.1006299969
239	0.1005360952
240	0.1004642162
241	0.1003844689
242	0.1003310344
243	0.1002491682
244	0.1001704736
245	0.1000957694
246	0.1000242177
247	0.09996960799
248	0.09988592807
249	0.09982212073
250	0.09978879064
251	0.09972698906
252	0.09967284527
253	0.09960304029
254	0.09951189992
255	0.09945258783
256	0.09937097567
257	0.09932767248
258	0.09926767597
259	0.09922736544
260	0.09916051245
261	0.09910087127
262	0.0990468263
263	0.09896988187
264	0.09888187323
265	0.09875209227
266	0.09870599145
267	0.09863555803
268	0.09853867789
269	0.09844656607
270	0.09841565558
271	0.09836320344
272	0.09830438025
273	0.0982684313
274	0.09819821534
275	0.09815426718
276	0.09810422947
277	0.09806196063
278	0.09798294522
279	0.09792747373
280	0.09788894286
281	0.09782259749
282	0.09775273139
283	0.09767963842
284	0.09762914792
285	0.09756327377
286	0.09750153393
287	0.09744063032
288	0.0973957404
289	0.09733979624
290	0.09723669848
291	0.09716643555
292	0.09711442011
293	0.09705292808
294	0.0969702089
295	0.09693579045
296	0.09689732983
297	0.09687408135
298	0.0968213538
299	0.09678463007
300	0.09674438277
301	0.09667868882
302	0.0966305187
303	0.09657283076
304	0.09652975097
305	0.09648053557
306	0.09638658878
307	0.09632160494
308	0.09624492095
309	0.09618954165
310	0.09616137265
311	0.09611956594
312	0.09609258349
313	0.09602649325
314	0.09600371353
315	0.09595015383
316	0.0958816805
317	0.09581806621
318	0.09574956736
319	0.09570363764
320	0.09565943509
321	0.09562575796
322	0.09554778349
323	0.09549810798
324	0.09543770605
325	0.09536862993
326	0.09531445737
327	0.09525730503
328	0.09521990985
329	0.09519311773
330	0.09512719556
331	0.09509935562
332	0.0950580327
333	0.09503102628
334	0.09497463053
335	0.09495076454
336	0.09492490237
337	0.09487929476
338	0.09483874289
339	0.09482398028
340	0.0947803884
341	0.09475293687
342	0.09472072556
343	0.09468104332
344	0.09462779367
345	0.09458389487
346	0.09454473057
347	0.09447295817
348	0.09442188774
349	0.09438059601
350	0.09434892048
351	0.0942833995
352	0.09422844351
353	0.09419048016
354	0.09413600837
355	0.0940496192
356	0.09400556127
357	0.09396584941
358	0.09393342684
359	0.09388416037
360	0.09381677955
361	0.09378804631
362	0.09373029874
363	0.09368701676
364	0.09364298672
365	0.09362072048
366	0.09354638346
367	0.09351597745
368	0.0934487152
369	0.09342500409
370	0.09338921365
371	0.09334981641
372	0.09328881524
373	0.09324614628
374	0.09315341208
375	0.09303184533
376	0.09298820926
377	0.09294520496
378	0.09288067954
379	0.0928244969
380	0.09278180895
381	0.09272630817
382	0.09267665583
383	0.09262774028
384	0.09259942116
385	0.09257797042
386	0.0925158042
387	0.09248722795
388	0.09245715977
389	0.09242009251
390	0.09237742111
391	0.09234082137
392	0.09231221783
393	0.09227529435
394	0.09223440443
395	0.09220975234
396	0.09218396343
397	0.09214338493
398	0.09211631713
399	0.09208826078
400	0.09207211981
401	0.09205064213
402	0.09202131901
403	0.09199401555
404	0.09196579616
405	0.09192864647
406	0.09188772631
407	0.09183272502
408	0.09180855229
409	0.09178786894
410	0.09175786625
411	0.09172079244
412	0.09167868026
413	0.09165483412
414	0.09161878602
415	0.09153936533
416	0.09142722593
417	0.0913821206
418	0.09134216023
419	0.09126151936
420	0.09121860664
421	0.09119126226
422	0.09114225525
423	0.09111858877
424	0.09106460668
425	0.09102514951
426	0.090998644
427	0.09096407986
428	0.09091676033
429	0.09088610081
430	0.0908474621
431	0.0908235377
432	0.09077520554
433	0.09070877426
434	0.09065135059
435	0.09061262104
436	0.09056094071
437	0.09054205636
438	0.0904970026
439	0.09046490315
440	0.09041665852
441	0.09038064617
442	0.09034405452
443	0.09031896527
444	0.09028343467
445	0.09025597214
446	0.09022481627
447	0.09016840817
448	0.0901428251
449	0.09010296324
450	0.09007397337
451	0.09001057993
452	0.0899617868
453	0.08993171278
454	0.0898961643
455	0.0898393445
456	0.08978978013
457	0.08976364829
458	0.08973368864
459	0.08971301846
460	0.08967544836
461	0.0896573276
462	0.08960772939
463	0.08956616378
464	0.0895201957
465	0.08950207666
466	0.08946872615
467	0.08943435453
468	0.08940187827
469	0.08936837917
470	0.08931203129
471	0.08927456643
472	0.08923097806
473	0.08920137428
474	0.08913680427
475	0.08910643282
476	0.08908142238
477	0.08902410083
478	0.08900105795
479	0.08898074444
480	0.08893916711
481	0.08891534546
482	0.08889788085
483	0.08884329323
484	0.08881506134
485	0.08878706436
486	0.08875871174
487	0.08870601676
488	0.08866755142
489	0.08863921805
490	0.08861338459
491	0.08859909568
492	0.08855337918
493	0.08853661667
494	0.0885006017
495	0.08842262771
496	0.08835348217
497	0.08829750802
498	0.08821156056
499	0.08817183078
500	0.08813382152
501	0.08811949598
502	0.08808877881
503	0.08805129021
504	0.0880037419
505	0.0879601358
506	0.08793260693
507	0.08791438588
508	0.08788080118
509	0.08784575265
510	0.08783396149
511	0.0878185763
512	0.08778913568
513	0.08774030993
514	0.08770878617
515	0.08767558372
516	0.08763886052
517	0.08760518188
518	0.08758074326
519	0.08753316503
520	0.08750461107
521	0.087452716
522	0.08740977966
523	0.08737709423
524	0.08735306212
525	0.08732930326
526	0.08729742103
527	0.08724615155
528	0.08719157184
529	0.08715257245
530	0.08713874032
531	0.08711564408
532	0.08710265635
533	0.0870458535
534	0.08702220778
535	0.08700522492
536	0.08694012118
537	0.08689626611
538	0.08688048435
539	0.08685692447
540	0.08682438557
541	0.08679834725
542	0.086780356
543	0.08674769737
544	0.08673104877
545	0.08667563537
546	0.08665449507
547	0.08664136955
548	0.0866298466
549	0.08658311598
550	0.08656423855
551	0.08651862803
552	0.08649889776
553	0.08649033967
554	0.08646577246
555	0.08643628396
556	0.08640177239
557	0.08638457852
558	0.08631742579
559	0.08627763681
560	0.08623650276
561	0.08622267388
562	0.08619761327
563	0.08615084223
564	0.08609785898
565	0.08606334317
566	0.08604888944
567	0.08602937842
568	0.08600640571
569	0.0859706533
570	0.0859388229
571	0.08592116615
572	0.08591031974
573	0.0858738358
574	0.08585453946
575	0.08581718054
576	0.0857910416
577	0.08577949461
578	0.08576408163
579	0.08574057185
580	0.08571431466
581	0.08567959078
582	0.08564919252
583	0.08561766253
584	0.08559160238
585	0.08556973824
586	0.08551925938
587	0.08550419849
588	0.08547393388
589	0.08543751204
590	0.08540888908
591	0.08536815975
592	0.08535821328
593	0.08533436569
594	0.08531141898
595	0.08529004153
596	0.08526907929
597	0.08523875124
598	0.08521330725
599	0.08519261827
600	0.08514938171
601	0.08513334104
602	0.08510900188
603	0.08508953022
604	0.0850521739
605	0.08501183633
606	0.08499791592
607	0.08497120204
608	0.08494620075
609	0.0849038229
610	0.0848826985
611	0.0848582312
612	0.08481758601
613	0.08476352951
614	0.08471016233
615	0.08468966233
616	0.08467105714
617	0.08463173995
618	0.08461550409
619	0.08458574471
620	0.08454451442
621	0.08450877344
622	0.08448160031
623	0.08446325229
624	0.08443182316
625	0.08439543551
626	0.08435114028
627	0.08431883624
628	0.08427946397
629	0.08425342516
630	0.08423408932
631	0.08420613977
632	0.08418375022
633	0.08415297723
634	0.08412174247
635	0.08408822239
636	0.08407671445
637	0.08404699068
638	0.08401585255
639	0.08399453445
640	0.08397597455
641	0.0839434413
642	0.08392250319
643	0.08389209352
644	0.08388291451
645	0.08385485226
646	0.08383210615
647	0.0838196471
648	0.08380301069
649	0.08377765516
650	0.08376301302
651	0.08373411547
652	0.08370481829
653	0.08367929668
654	0.08364176829
655	0.08360152066
656	0.08357893857
657	0.08355151086
658	0.08352558304
659	0.08350121099
660	0.08349050066
661	0.08344958566
662	0.08343934157
663	0.08337547144
664	0.08335633217
665	0.08333835864
666	0.08331082229
667	0.08328840078
668	0.08326649381
669	0.08324592661
670	0.0832321971
671	0.08319309243
672	0.08317528998
673	0.08313941902
674	0.08313034945
675	0.08309197439
676	0.08305897214
677	0.08303225331
678	0.08300985405
679	0.0829793604
680	0.08294176546
681	0.08292271228
682	0.08291282925
683	0.08288655302
684	0.08284966215
685	0.0828285591
686	0.08281806716
687	0.08279666399
688	0.08276494399
689	0.08274642685
690	0.08272858749
691	0.0827113751
692	0.08268000216
693	0.08266673835
694	0.08265639926
695	0.0826345975
696	0.08261741433
697	0.08260395755
698	0.0825766731
699	0.08255831977
700	0.08254268418
701	0.08251609975
702	0.08250144119
703	0.08246986047
704	0.08245654707
705	0.08243623333
706	0.0824079049
707	0.08237724369
708	0.08234724665
709	0.08232773248
710	0.08231508597
711	0.08229536694
712	0.08227411491
713	0.08225460527
714	0.08223234555
715	0.08221451494
716	0.08219105655
717	0.08216758301
718	0.08215067695
719	0.08212564441
720	0.08210226314
721	0.08207987831
722	0.08205926117
723	0.082040601
724	0.0820248835
725	0.08200773269
726	0.08198621228
727	0.08196996002
728	0.08194638476
729	0.08191794202
730	0.08189259091
731	0.08186799089
732	0.0818577592
733	0.08184371456
734	0.08183129183
735	0.08180954758
736	0.0817746151
737	0.08176394315
738	0.08174331024
739	0.08171731673
740	0.0816991518
741	0.08166981372
742	0.08165105615
743	0.08162400531
744	0.08160333469
745	0.08158365066
746	0.08156556531
747	0.0815446558
748	0.08151348423
749	0.08149781424
750	0.08146779568
751	0.08145366676
752	0.08144512528
753	0.0814268887
754	0.08140570285
755	0.08137878977
756	0.0813597261
757	0.08134281315
758	0.08130410666
759	0.08125676647
760	0.08122865712
761	0.08121028583
762	0.08118191337
763	0.08115837872
764	0.08113331553
765	0.08110531276
766	0.08106752225
767	0.08103614646
768	0.08101075132
769	0.08099818444
770	0.08097630179
771	0.08093572898
772	0.08091542181
773	0.08085694112
774	0.0808379935
775	0.08078730023
776	0.08077121431
777	0.08074745932
778	0.08073739887
779	0.08073050153
780	0.08069720286
781	0.08066973427
782	0.08063888795
783	0.08061498356
784	0.08058218515
785	0.08055345997
786	0.08053238574
787	0.08048715332
788	0.08046487096
789	0.08044447652
790	0.08041593921
791	0.08040442879
792	0.08037210623
793	0.08034542601
794	0.08032536253
795	0.08029760083
796	0.08028996277
797	0.08026344964
798	0.08025073769
799	0.08023531202
800	0.08022236503
801	0.08020955059
802	0.0801758679
803	0.08015313434
804	0.08014208474
805	0.08013607504
806	0.08011807735
807	0.08010154473
808	0.08006514102
809	0.08005139085
810	0.08004078178
811	0.08002768246
812	0.08000960788
813	0.0799985006
814	0.07998458427
815	0.07997211528
816	0.07994876507
817	0.07994052457
818	0.07989544813
819	0.07987029992
820	0.07985638634
821	0.07982982137
822	0.07979190179
823	0.07977558913
824	0.07976309476
825	0.07975038074
826	0.07971452598
827	0.07968657981
828	0.07966234974
829	0.07963788744
830	0.07957716343
831	0.07955029351
832	0.07954170014
833	0.07952865726
834	0.0794980014
835	0.07948089505
836	0.07946714395
837	0.07944765304
838	0.07942845751
839	0.07941755946
840	0.07940472528
841	0.07938469227
842	0.07936083498
843	0.07934743392
844	0.07933283391
845	0.07932028345
846	0.07930600678
847	0.07928818645
848	0.07927570404
849	0.0792408527
850	0.07922359694
851	0.07921527216
852	0.07920324824
853	0.07918398821
854	0.07915487292
855	0.07911279904
856	0.07909735805
857	0.07906706819
858	0.0790517375
859	0.07903605183
860	0.07903037565
861	0.07900513909
862	0.07897257836
863	0.07895379567
864	0.07893677411
865	0.07892607879
866	0.07890868283
867	0.07889682366
868	0.07888715339
869	0.07886888939
870	0.07884232226
871	0.07882132934
872	0.07878878675
873	0.07877341743
874	0.0787554442
875	0.07873579665
876	0.07871222681
877	0.07869331341
878	0.07867851169
879	0.0786535893
880	0.078629473
881	0.07860865164
882	0.0785735593
883	0.07856399901
884	0.07852820266
885	0.07850254491
886	0.07847336598
887	0.07844203064
888	0.0784272677
889	0.07840357423
890	0.07839085634
891	0.07838211721
892	0.0783493206
893	0.07833926426
894	0.07831827596
895	0.07830429031
896	0.07828668871
897	0.07826187977
898	0.07822699308
899	0.07821775776
900	0.07820465631
901	0.07818882506
902	0.07817205827
903	0.07815261061
904	0.07809984749
905	0.07807940002
906	0.07806093546
907	0.078026345
908	0.07800432737
909	0.0779668179
910	0.07795153287
911	0.07792606695
912	0.0778944756
913	0.07787998642
914	0.07786509694
915	0.0778344658
916	0.07781397969
917	0.07779403743
918	0.07776345517
919	0.07774347096
920	0.0777285387
921	0.07770986312
922	0.0777021389
923	0.0776896971
924	0.07768150228
925	0.07764950138
926	0.07762805325
927	0.07760889451
928	0.07760097604
929	0.07758037354
930	0.07757210718
931	0.0775562058
932	0.07753255867
933	0.07751426868
934	0.07747517023
935	0.07745417102
936	0.07742652011
937	0.0774076595
938	0.07740058647
939	0.07736097331
940	0.07733710506
941	0.07732503744
942	0.07730424981
943	0.07729547006
944	0.07727458776
945	0.07724737545
946	0.07722442331
947	0.0772043365
948	0.07718907491
949	0.07715886069
950	0.07714291532
951	0.07712565702
952	0.07710490277
953	0.07708827036
954	0.07705438923
955	0.0770395305
956	0.07702427139
957	0.07699303639
958	0.07696493854
959	0.07694585912
960	0.07692853072
961	0.07690612034
962	0.07689196128
963	0.07686943113
964	0.07685995496
965	0.07684707416
966	0.07682473102
967	0.07681318387
968	0.07678744531
969	0.07676766285
970	0.0767538426
971	0.07673691688
972	0.07670683381
973	0.07668505955
974	0.07667134951
975	0.07665070713
976	0.07662935939
977	0.07662053006
978	0.07661110354
979	0.07659462048
980	0.07657673439
981	0.07655928145
982	0.07654789266
983	0.07653441506
984	0.07652660972
985	0.07650532175
986	0.07648981571
987	0.07647952051
988	0.07646282294
989	0.07643762834
990	0.07642551211
991	0.07641058768
992	0.07638297968
993	0.07636349667
994	0.07635738599
995	0.07634293846
996	0.07631619208
997	0.07629639215
998	0.07628398089
999	0.07626954154
